Gender,Annual Income,Company,Model,Transmission,Color,Price ($)
Female,13500,Ford,Mustang,Auto,Pale White,31000
Male,495000,Volkswagen,Passat,Manual,Pale White,12000
Male,1345000,Chrysler,LHS,Auto,Black,26500
Male,530000,Lexus,LX470,Auto,Black,22000
Male,815000,Mitsubishi,3000GT,Auto,Pale White,19000
Male,930000,Ford,Taurus,Manual,Black,43000
Male,521500,Chrysler,300M,Auto,Pale White,16500
Female,13500,Volkswagen,Jetta,Auto,Pale White,38000
Male,1240000,Chrysler,300M,Auto,Black,26000
Male,13500,Mercury,Mystique,Auto,Pale White,29000
Male,1200000,Lexus,GS400,Auto,Pale White,31000
Male,1430000,Ford,Expedition,Auto,Black,26000
Male,13500,Buick,Century,Auto,Pale White,17001
Male,1050000,Saab,3-Sep,Auto,Black,23000
Male,1080000,Dodge,Ram Pickup,Manual,Pale White,20001
Male,1890000,Ford,Mustang,Auto,Pale White,31001
Female,422000,Volkswagen,Passat,Manual,Pale White,12001
Female,390000,Chrysler,LHS,Auto,Black,26001
Female,238000,Lexus,LX470,Auto,Black,22001
Male,13500,Oldsmobile,Cutlass,Auto,Pale White,15000
Female,2875000,Plymouth,Voyager,Manual,Pale White,20500
Male,13500,Pontiac,Grand Prix,Auto,Pale White,19000
Male,3350000,Toyota,Celica,Manual,Pale White,14000
Female,420000,Chrysler,300M,Auto,Pale White,22000
Female,1000000,Volvo,S70,Manual,Pale White,24000
Male,2100000,Mercedes-B,C-Class,Auto,Pale White,15000
Male,760000,Mercury,Sable,Auto,Pale White,39000
Male,13500,Mitsubishi,Montero Sport,Manual,Pale White,12000
Male,775000,Saturn,SW,Auto,Pale White,25001
Female,495000,Chevrolet,Cavalier,Manual,Pale White,20001
Male,990000,Acura,TL,Auto,Pale White,24001
Male,1030000,Saturn,LW,Manual,Pale White,13000
Male,1250000,Dodge,Durango,Auto,Black,24000
Male,13500,Mitsubishi,3000GT,Manual,Pale White,24000
Male,13500,Chevrolet,Monte Carlo,Auto,Pale White,21000
Male,700000,Mitsubishi,3000GT,Auto,Pale White,19001
Male,600000,Ford,Taurus,Manual,Black,43001
Male,971000,Chrysler,300M,Auto,Pale White,16001
Male,725000,Subaru,Forester,Manual,Pale White,17000
Male,812000,Saturn,SW,Auto,Pale White,25001
Female,750000,Chevrolet,Cavalier,Manual,Pale White,20001
Male,690000,Acura,TL,Auto,Pale White,24001
Male,1300000,Mitsubishi,Diamante,Manual,Black,22001
Male,1450000,Jeep,Cherokee,Auto,Pale White,14001
Male,1520000,Ford,Explorer,Auto,Pale White,41001
Female,740000,Chevrolet,Cavalier,Manual,Pale White,20001
Female,300000,Ford,Windstar,Auto,Pale White,19001
Male,905000,Cadillac,DeVille,Auto,Pale White,69001
Male,1400000,Mitsubishi,Diamante,Manual,Pale White,19001
Female,306000,Lexus,LS400,Auto,Pale White,46001
Male,510000,Audi,A4,Auto,Black,27000
Male,2286000,Chrysler,Concorde,Auto,Pale White,19601
Male,13500,Chevrolet,Prizm,Auto,Pale White,25001
Male,13500,Infiniti,I30,Manual,Pale White,22000
Male,13500,Lexus,ES300,Auto,Pale White,27001
Female,660000,Mercury,Sable,Auto,Pale White,26001
Male,1005000,Cadillac,Escalade,Manual,Black,34501
Male,13500,Pontiac,Bonneville,Auto,Pale White,19001
Male,1220000,Subaru,Outback,Auto,Pale White,19001
Male,1050000,Subaru,Forester,Manual,Pale White,26000
Male,1865000,Dodge,Ram Van,Auto,Pale White,15500
Male,13500,Jaguar,S-Type,Auto,Black,27000
Female,1500000,Cadillac,DeVille,Auto,Pale White,22000
Female,875000,Lincoln,Navigator,Manual,Pale White,33000
Male,1700000,Chrysler,Sebring Coupe,Manual,Black,12000
Male,13500,Dodge,Durango,Auto,Black,19000
Male,1800000,Chevrolet,Prizm,Auto,Black,23000
Male,1650000,Chevrolet,Corvette,Auto,Pale White,45000
Male,13500,Pontiac,Grand Am,Auto,Pale White,12000
Male,1615000,Buick,LeSabre,Manual,Black,20500
Female,13500,Saab,5-Sep,Manual,Pale White,28000
Male,13500,Acura,RL,Manual,Black,18000
Male,13500,Chrysler,LHS,Auto,Pale White,21000
Male,1600000,BMW,323i,Auto,Pale White,19000
Male,1450000,Dodge,Stratus,Auto,Pale White,31000
Male,13500,Lexus,LS400,Auto,Pale White,27000
Male,490000,Acura,RL,Manual,Pale White,17000
Male,13500,Honda,Accord,Manual,Pale White,14000
Female,1410000,Toyota,Celica,Manual,Pale White,14000
Male,2220000,Nissan,Pathfinder,Manual,Black,22000
Male,1425000,Mitsubishi,3000GT,Auto,Pale White,19500
Male,13500,Acura,RL,Manual,Pale White,34001
Male,970000,Chevrolet,Malibu,Manual,Pale White,14000
Male,810000,Oldsmobile,Silhouette,Manual,Pale White,25000
Male,13500,Plymouth,Breeze,Auto,Pale White,39000
Male,1620000,Lexus,GS400,Auto,Black,12000
Male,585000,Toyota,Corolla,Manual,Pale White,14000
Male,750000,Volkswagen,Passat,Manual,Pale White,27000
Male,13500,Ford,Expedition,Auto,Black,41000
Male,980000,Dodge,Durango,Manual,Pale White,31000
Male,970000,Mitsubishi,Diamante,Manual,Pale White,12000
Male,13500,Chevrolet,Corvette,Auto,Pale White,25000
Male,13500,Plymouth,Breeze,Auto,Pale White,22000
Male,745500,Dodge,Ram Pickup,Auto,Pale White,45500
Female,1700000,Chevrolet,Prizm,Auto,Pale White,42000
Male,1402000,Nissan,Pathfinder,Manual,Black,69200
Male,13500,Volkswagen,Cabrio,Auto,Pale White,17000
Male,13500,Mercury,Mountaineer,Auto,Pale White,21000
Male,1130000,Lincoln,Town car,Auto,Pale White,18000
Male,928000,Mitsubishi,Diamante,Auto,Black,18000
Male,800000,Pontiac,Grand Prix,Auto,Pale White,19000
Male,1210000,Pontiac,Grand Prix,Auto,Pale White,19000
Male,1620000,Toyota,Tacoma,Manual,Pale White,24000
Female,750000,Infiniti,I30,Auto,Black,49000
Male,1311750,Lincoln,Town car,Manual,Pale White,33170
Female,917500,Buick,Park Avenue,Manual,Black,29500
Male,1140000,Plymouth,Voyager,Auto,Pale White,22000
Male,950000,Mitsubishi,Diamante,Manual,Black,22001
Male,915000,Jeep,Cherokee,Auto,Pale White,14001
Male,13500,Ford,Explorer,Auto,Pale White,41001
Male,900000,Chevrolet,Cavalier,Manual,Pale White,20001
Female,476450,Ford,Windstar,Auto,Pale White,19451
Male,810000,Cadillac,DeVille,Auto,Pale White,69001
Male,920000,Mitsubishi,Diamante,Manual,Pale White,19001
Female,590000,Lexus,LS400,Auto,Pale White,46001
Male,1880000,Mitsubishi,Eclipse,Auto,Black,27000
Female,470000,Subaru,Forester,Manual,Pale White,26000
Male,2920000,Ford,Focus,Manual,Black,49000
Female,1140000,Cadillac,Seville,Manual,Black,44000
Male,1500000,Mitsubishi,Eclipse,Manual,Pale White,12000
Male,485000,Mercury,Sable,Auto,Pale White,26000
Male,13500,Cadillac,Escalade,Manual,Black,34000
Male,488000,Pontiac,Bonneville,Auto,Pale White,19000
Male,900000,Subaru,Outback,Auto,Pale White,19000
Male,13500,Plymouth,Prowler,Manual,Pale White,71000
Male,680000,BMW,323i,Auto,Pale White,19000
Male,1330000,Chevrolet,Malibu,Auto,Pale White,21000
Female,977000,Hyundai,Elantra,Manual,Pale White,22001
Male,13500,Chevrolet,Monte Carlo,Manual,Pale White,17001
Male,590000,Lexus,LS400,Auto,Black,39001
Male,770000,Plymouth,Neon,Auto,Black,9001
Male,13500,Dodge,Durango,Manual,Black,22000
Female,575000,Lexus,GS400,Auto,Pale White,31000
Male,735000,BMW,528i,Manual,Pale White,29000
Female,1202000,Chevrolet,Camaro,Auto,Black,41200
Male,825000,Cadillac,Escalade,Auto,Black,26000
Male,700000,Volkswagen,Passat,Auto,Black,9000
Male,2650000,Hyundai,Sonata,Manual,Black,20000
Male,872500,Porsche,Carrera Coupe,Manual,Black,16501
Female,585000,Lincoln,Continental,Manual,Black,18000
Male,698000,Chrysler,Concorde,Manual,Pale White,28001
Male,2360000,Pontiac,Bonneville,Auto,Pale White,20000
Male,13500,Toyota,Camry,Auto,Pale White,31000
Female,437000,Lexus,LS400,Auto,Pale White,27000
Female,637000,Chevrolet,Lumina,Manual,Pale White,26000
Male,3520000,Mercedes-B,CLK Coupe,Auto,Pale White,22000
Male,13500,Oldsmobile,Silhouette,Manual,Pale White,34000
Female,1875000,Ford,Explorer,Auto,Pale White,41500
Female,13500,Ford,Windstar,Manual,Pale White,17000
Male,13500,Pontiac,Grand Am,Auto,Pale White,19000
Male,13500,Chrysler,Sebring Coupe,Auto,Pale White,46000
Male,13500,Saturn,LS,Auto,Pale White,45000
Male,2375000,Mitsubishi,3000GT,Manual,Pale White,20500
Female,900000,Toyota,Sienna,Manual,Pale White,19000
Male,1352000,Lincoln,Navigator,Auto,Black,19200
Male,1620000,Plymouth,Prowler,Manual,Pale White,71001
Male,1057500,BMW,323i,Auto,Pale White,19751
Female,1830000,Chevrolet,Malibu,Manual,Pale White,24001
Male,636000,Hyundai,Elantra,Manual,Pale White,22001
Male,13500,Chevrolet,Monte Carlo,Manual,Pale White,17001
Female,13500,Lexus,LS400,Auto,Black,39001
Male,13500,Plymouth,Neon,Auto,Black,9001
Female,415000,Lexus,LS400,Auto,Pale White,27001
Male,1350000,Chevrolet,Prizm,Auto,Pale White,42000
Male,935000,Dodge,Neon,Manual,Pale White,19001
Male,13500,Mercury,Grand Marquis,Manual,Pale White,16001
Male,349000,Subaru,Forester,Auto,Black,22000
Male,1000000,Lexus,LS400,Auto,Pale White,18001
Male,890000,BMW,528i,Auto,Pale White,62001
Male,1032000,Porsche,Carrera Cabrio,Manual,Black,22201
Female,337000,Mercedes-B,E-Class,Auto,Pale White,31001
Male,1350000,Ford,Expedition,Manual,Pale White,22001
Male,650000,Mercedes-B,S-Class,Auto,Pale White,10001
Female,390000,Saturn,SW,Auto,Pale White,25001
Male,13500,Chevrolet,Cavalier,Manual,Pale White,20001
Male,13500,Chevrolet,Malibu,Auto,Black,16000
Male,555000,Subaru,Outback,Manual,Pale White,49001
Male,887000,BMW,528i,Auto,Black,31001
Male,13500,Plymouth,Neon,Auto,Pale White,27001
Male,1700000,Chevrolet,Lumina,Manual,Pale White,12001
Male,13500,Chevrolet,Corvette,Manual,Black,26001
Male,1585000,Volkswagen,Jetta,Auto,Pale White,33501
Male,935000,Dodge,Durango,Auto,Black,19001
Male,460000,Volvo,V40,Auto,Pale White,18001
Male,3050000,Pontiac,Sunfire,Manual,Pale White,43001
Female,1460000,Mitsubishi,Montero,Manual,Black,16001
Male,365000,Mercury,Sable,Auto,Pale White,39001
Male,550000,Mitsubishi,3000GT,Manual,Pale White,21001
Male,2800000,Lexus,GS400,Manual,Black,53001
Male,320000,Acura,RL,Manual,Pale White,17001
Male,1460000,Volvo,S70,Manual,Pale White,24000
Male,573000,Saab,3-Sep,Auto,Black,26000
Male,711000,Volkswagen,Golf,Auto,Pale White,35000
Female,820000,Chrysler,300M,Auto,Pale White,16000
Male,13500,Mercury,Grand Marquis,Manual,Pale White,16000
Male,13500,Ford,Explorer,Auto,Pale White,41000
Female,988000,Chevrolet,Metro,Auto,Black,31000
Male,13500,Mercury,Grand Marquis,Auto,Black,19000
Male,13500,Mitsubishi,Diamante,Manual,Pale White,25000
Male,830000,Lexus,GS300,Manual,Black,51000
Male,1032000,BMW,323i,Auto,Pale White,19200
Male,13500,Acura,TL,Manual,Black,21000
Male,2100000,Chevrolet,Prizm,Manual,Pale White,21000
Male,1420000,Audi,A6,Manual,Black,15000
Female,2290000,Chrysler,Town & Country,Manual,Pale White,17000
Male,296000,Dodge,Caravan,Auto,Pale White,19000
Male,2325000,Oldsmobile,Silhouette,Manual,Pale White,26500
Male,1531000,Chrysler,Concorde,Auto,Black,12100
Male,13500,Ford,Windstar,Auto,Pale White,31000
Male,882500,Mercury,Sable,Auto,Pale White,39500
Male,755000,Toyota,Land Cruiser,Auto,Black,21000
Male,748000,Buick,Park Avenue,Auto,Pale White,62000
Male,586000,Chevrolet,Prizm,Auto,Pale White,15000
Male,724000,Mercedes-B,S-Class,Manual,Black,18000
Male,1070000,Chevrolet,Malibu,Manual,Pale White,16000
Male,815000,Lexus,LS400,Auto,Pale White,27001
Male,1135000,Saturn,SC,Auto,Black,33500
Female,13500,Saturn,SC,Auto,Pale White,12000
Male,515000,Mercury,Grand Marquis,Manual,Pale White,16000
Female,13500,Mercedes-B,SL-Class,Manual,Black,38000
Female,515000,Lexus,LS400,Auto,Pale White,18000
Female,640000,BMW,528i,Auto,Pale White,62000
Male,940000,Porsche,Carrera Cabrio,Manual,Black,22000
Female,770000,Mercedes-B,E-Class,Auto,Pale White,31000
Male,600000,Ford,Expedition,Manual,Pale White,22000
Male,510000,Mercedes-B,S-Class,Auto,Pale White,10000
Male,13500,Saturn,SW,Auto,Pale White,25000
Male,750000,Chevrolet,Cavalier,Manual,Pale White,20000
Male,822000,Cadillac,Escalade,Auto,Pale White,38000
Male,983000,Volkswagen,Passat,Manual,Pale White,20000
Male,13500,Acura,RL,Auto,Black,24000
Female,13500,Pontiac,Bonneville,Auto,Pale White,20000
Male,600000,Mercury,Grand Marquis,Manual,Pale White,16000
Female,900000,Saturn,LW,Manual,Pale White,49000
Male,13500,Plymouth,Breeze,Auto,Pale White,22000
Female,13500,Chevrolet,Prizm,Manual,Pale White,22001
Male,13500,Mercury,Villager,Manual,Pale White,16000
Male,822000,Dodge,Ram Pickup,Manual,Black,19001
Male,1776000,Chrysler,Sebring Conv.,Auto,Black,16600
Male,2100000,Hyundai,Sonata,Manual,Black,20000
Male,438000,Oldsmobile,Aurora,Auto,Pale White,24000
Male,13500,Chrysler,LHS,Auto,Pale White,16000
Female,602000,Chrysler,Concorde,Auto,Pale White,19001
Male,1025000,Mitsubishi,3000GT,Manual,Pale White,20500
Female,442500,Lexus,LX470,Auto,Black,22500
Male,1310000,BMW,528i,Auto,Black,31000
Female,1260000,Ford,Explorer,Auto,Pale White,42000
Male,1450000,Audi,A6,Manual,Pale White,24000
Male,1250000,Chrysler,Sebring Coupe,Auto,Pale White,22000
Female,340000,Cadillac,Eldorado,Manual,Pale White,37000
Male,1065000,Dodge,Ram Wagon,Auto,Black,22500
Male,792000,Chevrolet,Prizm,Auto,Pale White,25001
Male,1045000,Volvo,C70,Auto,Black,49500
Male,1816000,Oldsmobile,Silhouette,Manual,Pale White,25600
Female,700000,Mitsubishi,3000GT,Auto,Black,39000
Male,1900000,Cadillac,Escalade,Auto,Pale White,38001
Male,3600000,Volkswagen,Passat,Manual,Pale White,20001
Female,13500,Acura,RL,Auto,Black,24001
Male,13500,Pontiac,Bonneville,Auto,Pale White,20001
Female,665500,Mercury,Grand Marquis,Manual,Pale White,16501
Female,13500,Saturn,LW,Manual,Pale White,49001
Male,13500,Chevrolet,Prizm,Auto,Pale White,15000
Male,13500,Pontiac,Sunfire,Manual,Pale White,43001
Male,13500,Mitsubishi,Montero Sport,Manual,Pale White,29001
Male,13500,Porsche,Carrera Coupe,Manual,Pale White,26000
Male,1760000,Oldsmobile,Silhouette,Manual,Pale White,14001
Male,1863000,Acura,TL,Auto,Pale White,29301
Female,13500,Mercury,Grand Marquis,Manual,Pale White,71001
Female,13500,Lexus,GS300,Manual,Pale White,17001
Female,1002000,Chrysler,300M,Auto,Pale White,22201
Male,496000,Honda,Passport,Manual,Pale White,27000
Male,1270100,Oldsmobile,Bravada,Auto,Pale White,19011
Female,13500,Toyota,RAV4,Auto,Pale White,27001
Male,1801001,Chevrolet,Camaro,Auto,Pale White,24101
Male,680000,Volvo,S40,Manual,Pale White,17000
Male,13500,Oldsmobile,Silhouette,Manual,Pale White,34000
Female,1170000,Pontiac,Sunfire,Manual,Pale White,43000
Male,2250000,Mercedes-B,E-Class,Auto,Pale White,15000
Female,670000,Chevrolet,Metro,Auto,Pale White,12001
Male,13500,Saturn,LS,Auto,Pale White,51001
Male,2381000,Acura,RL,Manual,Black,18101
Female,680000,Nissan,Pathfinder,Auto,Pale White,21000
Male,1582000,Ford,Expedition,Auto,Black,41201
Male,13500,Saturn,SC,Auto,Black,33000
Male,735000,Mercedes-B,SLK,Manual,Pale White,17000
Male,2920000,Dodge,Avenger,Auto,Pale White,39000
Male,13500,Mercury,Villager,Auto,Black,28000
Male,13500,Mitsubishi,Diamante,Auto,Pale White,21000
Male,1920000,Ford,Explorer,Auto,Pale White,41000
Male,1420000,Volvo,C70,Manual,Black,17000
Male,400000,Saturn,LW,Auto,Pale White,18000
Male,1790000,Oldsmobile,Silhouette,Auto,Pale White,12000
Male,2100000,Plymouth,Prowler,Auto,Pale White,15000
Male,291500,Oldsmobile,Silhouette,Manual,Pale White,26500
Male,1150000,Mercedes-B,S-Class,Auto,Pale White,10000
Male,850000,Mitsubishi,Eclipse,Auto,Black,27000
Male,1915000,Porsche,Carrera Cabrio,Auto,Pale White,20500
Male,1410000,Oldsmobile,Aurora,Auto,Pale White,24000
Male,1335000,Lexus,LS400,Manual,Pale White,54500
Male,1450000,Chevrolet,Malibu,Manual,Pale White,41000
Male,1330000,Porsche,Boxter,Manual,Pale White,14000
Male,815000,Acura,RL,Auto,Black,24000
Male,1020000,Hyundai,Elantra,Manual,Pale White,22000
Female,1312000,Mercedes-B,S-Class,Manual,Pale White,21200
Male,1232500,Volkswagen,Passat,Auto,Pale White,13250
Male,660000,Ford,Ranger,Manual,Black,18000
Male,1300000,Toyota,Tacoma,Manual,Pale White,82000
Male,1150000,Honda,Passport,Manual,Pale White,27000
Male,1000000,Hyundai,Sonata,Manual,Pale White,21000
Male,835000,Dodge,Durango,Auto,Pale White,10000
Male,1250000,Saturn,SC,Manual,Pale White,61000
Male,945000,Dodge,Ram Van,Auto,Black,60000
Male,640000,Pontiac,Sunfire,Manual,Pale White,43000
Male,2905000,Volkswagen,Beetle,Auto,Pale White,45500
Male,13500,Ford,Focus,Manual,Pale White,17000
Female,540000,Oldsmobile,Silhouette,Manual,Pale White,14001
Male,1350000,Acura,TL,Auto,Pale White,29001
Female,540000,Mercury,Grand Marquis,Manual,Pale White,71001
Female,818000,Lexus,GS300,Manual,Pale White,17001
Male,13500,Chrysler,300M,Auto,Pale White,22001
Male,802500,Chevrolet,Prizm,Manual,Black,16500
Male,13500,Oldsmobile,Bravada,Auto,Pale White,19001
Male,474000,Toyota,RAV4,Auto,Pale White,27001
Male,810000,Chevrolet,Camaro,Auto,Pale White,24000
Male,723000,Porsche,Carrera Cabrio,Auto,Pale White,32000
Male,550500,Jeep,Cherokee,Auto,Pale White,36500
Male,2680000,Chevrolet,Prizm,Auto,Black,16000
Male,13500,Buick,Regal,Auto,Black,19000
Male,532000,Chevrolet,Malibu,Manual,Pale White,82000
Male,533000,Mercury,Grand Marquis,Auto,Black,19000
Female,13500,Ford,Crown Victoria,Auto,Pale White,29000
Female,322000,Chrysler,300M,Auto,Black,26000
Male,1130000,Toyota,RAV4,Manual,Black,85000
Female,556000,Mercedes-B,SLK,Manual,Black,26000
Male,600000,Mercedes-B,M-Class,Auto,Black,18001
Male,13500,Volvo,C70,Manual,Black,17000
Male,13500,Toyota,Tacoma,Auto,Pale White,53001
Male,755000,Audi,A6,Auto,Black,14000
Male,770000,Mitsubishi,Diamante,Manual,Black,49000
Male,13500,Toyota,RAV4,Auto,Pale White,27000
Male,13500,Volkswagen,Jetta,Auto,Pale White,16000
Female,986000,Chevrolet,Prizm,Manual,Pale White,21001
Male,13500,Oldsmobile,Silhouette,Manual,Pale White,26000
Male,13500,Volkswagen,Passat,Auto,Black,9000
Male,13500,Oldsmobile,Aurora,Manual,Pale White,34000
Male,1500000,Mitsubishi,Diamante,Manual,Pale White,19000
Male,13500,Volkswagen,GTI,Manual,Black,25000
Male,13500,Chevrolet,Corvette,Auto,Pale White,25000
Male,13500,Audi,A6,Manual,Pale White,14000
Male,13500,Ford,Escort,Auto,Pale White,15000
Female,13500,Porsche,Carrera Cabrio,Auto,Pale White,32001
Female,600000,Jeep,Cherokee,Auto,Pale White,36001
Male,931000,Nissan,Pathfinder,Auto,Pale White,21000
Male,667000,Buick,Regal,Auto,Black,19001
Male,651000,Ford,Ranger,Auto,Black,61000
Female,375000,Mercury,Grand Marquis,Auto,Black,19001
Male,770000,Ford,Crown Victoria,Auto,Pale White,29001
Male,1065000,Infiniti,I30,Manual,Pale White,22500
Female,13500,Cadillac,Seville,Manual,Black,44000
Male,1585000,Volkswagen,Golf,Manual,Pale White,17500
Male,3210000,Oldsmobile,Intrigue,Auto,Pale White,45000
Male,840000,Pontiac,Grand Am,Auto,Pale White,12000
Male,425000,Mercedes-B,M-Class,Manual,Pale White,41000
Male,3310000,Pontiac,Sunfire,Manual,Pale White,43000
Female,13500,Oldsmobile,Aurora,Auto,Pale White,24000
Male,786000,Chevrolet,Corvette,Auto,Pale White,46000
Male,1356000,Saab,3-Sep,Auto,Black,23600
Male,13500,Toyota,RAV4,Manual,Pale White,22000
Male,590000,Mercury,Cougar,Manual,Pale White,22000
Male,1555000,Lincoln,Town car,Manual,Black,17500
Male,800000,Saturn,LS,Auto,Pale White,51000
Male,630000,Oldsmobile,Cutlass,Auto,Pale White,46000
Female,610000,Chevrolet,Prizm,Auto,Pale White,42000
Male,410000,Buick,LeSabre,Manual,Black,20000
Male,600000,Mercury,Grand Marquis,Auto,Black,9000
Female,13500,Jeep,Grand Cherokee,Manual,Pale White,15000
Male,616000,Mitsubishi,Diamante,Manual,Pale White,19000
Female,13500,Buick,Regal,Auto,Black,19000
Male,13500,Lexus,LX470,Auto,Pale White,15000
Male,640000,Lexus,GS400,Auto,Pale White,31000
Female,1000000,Dodge,Ram Pickup,Manual,Pale White,16001
Male,652000,Infiniti,I30,Manual,Pale White,22001
Male,1665000,Dodge,Viper,Auto,Pale White,41500
Male,2210000,Ford,Expedition,Manual,Black,18000
Male,792000,Volkswagen,Golf,Auto,Pale White,18001
Male,556000,Oldsmobile,Cutlass,Auto,Pale White,46001
Female,720000,Mitsubishi,Montero Sport,Manual,Black,42000
Male,720000,Buick,LeSabre,Manual,Black,20001
Male,13500,Mercury,Grand Marquis,Auto,Black,9001
Male,939000,Jeep,Grand Cherokee,Manual,Pale White,15001
Male,750000,Mitsubishi,Diamante,Manual,Pale White,19001
Male,725000,Buick,Regal,Auto,Black,19001
Male,13500,Ford,Ranger,Auto,Black,61000
Male,1152500,Dodge,Ram Pickup,Auto,Pale White,45250
Male,860000,Cadillac,Eldorado,Auto,Black,60001
Male,960000,Ford,Windstar,Auto,Pale White,19001
Male,817500,Mitsubishi,Diamante,Auto,Pale White,21501
Female,665000,Honda,CR-V,Auto,Pale White,12001
Female,706000,Volkswagen,GTI,Auto,Pale White,20001
Male,905000,Mercury,Cougar,Auto,Black,33001
Male,1422000,Subaru,Forester,Auto,Black,22200
Male,741000,Oldsmobile,Silhouette,Auto,Black,60001
Male,840000,Ford,Expedition,Manual,Black,10001
Male,13500,Mitsubishi,3000GT,Auto,Pale White,19001
Male,13500,Oldsmobile,Bravada,Manual,Black,36000
Male,545000,Dodge,Caravan,Auto,Black,23000
Male,3500000,Acura,RL,Manual,Pale White,26000
Female,13500,Infiniti,I30,Manual,Pale White,16000
Male,1538000,Lexus,GS300,Manual,Black,51800
Male,1320000,Mercury,Grand Marquis,Manual,Pale White,16000
Male,2430000,Volvo,S70,Manual,Black,22000
Male,1080000,Porsche,Carrera Coupe,Manual,Black,16000
Male,13500,Mercedes-B,CLK Coupe,Auto,Pale White,22000
Male,13500,Honda,Civic,Auto,Pale White,25001
Male,800000,Pontiac,Firebird,Manual,Black,43000
Male,1590000,Mitsubishi,Mirage,Auto,Black,9001
Male,1100000,Infiniti,I30,Auto,Pale White,31000
Male,13500,Dodge,Ram Wagon,Auto,Black,22000
Male,2450000,BMW,328i,Auto,Black,41000
Male,3020000,Cadillac,Catera,Auto,Pale White,75000
Male,1625000,Toyota,Corolla,Manual,Pale White,14500
Male,2775000,Mitsubishi,Diamante,Manual,Black,22500
Male,568000,Mercedes-B,SLK,Auto,Pale White,19000
Male,1475000,Lexus,GS400,Auto,Pale White,25500
Male,13500,Honda,CR-V,Auto,Pale White,39000
Male,1229000,Lincoln,Continental,Manual,Pale White,20900
Male,965000,Honda,Accord,Manual,Black,43000
Male,13500,Plymouth,Prowler,Auto,Pale White,27000
Male,13500,Toyota,RAV4,Auto,Black,28000
Male,466000,Chevrolet,Monte Carlo,Manual,Black,44000
Male,653000,Honda,CR-V,Auto,Black,31000
Male,818000,Lincoln,Navigator,Auto,Black,19000
Male,13500,Nissan,Frontier,Auto,Pale White,26000
Female,13500,Volkswagen,Jetta,Auto,Pale White,69000
Male,1900000,Ford,Mustang,Manual,Black,22000
Female,13500,Volvo,S80,Manual,Pale White,21000
Female,13500,Chrysler,Sebring Coupe,Manual,Pale White,21000
Male,13500,Dodge,Ram Pickup,Manual,Pale White,16000
Male,630500,Mercedes-B,C-Class,Manual,Pale White,17500
Male,13500,Oldsmobile,Silhouette,Auto,Black,60000
Male,13500,Plymouth,Neon,Auto,Pale White,27000
Male,13500,Honda,Accord,Auto,Pale White,21000
Male,737500,Nissan,Pathfinder,Manual,Pale White,16500
Male,492000,Mercedes-B,SL-Class,Manual,Pale White,26000
Female,750000,Cadillac,Eldorado,Auto,Black,60000
Male,960000,Ford,Windstar,Auto,Pale White,19000
Male,985000,Mitsubishi,Diamante,Auto,Pale White,21000
Male,820000,Honda,CR-V,Auto,Pale White,12000
Male,13500,Volkswagen,GTI,Auto,Pale White,20000
Male,13500,Mercury,Cougar,Auto,Black,33000
Female,490000,Mercedes-B,SL-Class,Manual,Pale White,26000
Male,670000,Oldsmobile,Silhouette,Auto,Black,60000
Male,13500,Ford,Expedition,Manual,Black,10000
Male,855000,Mitsubishi,3000GT,Auto,Pale White,19000
Female,567000,Cadillac,Eldorado,Auto,Pale White,31000
Male,665000,Honda,Civic,Manual,Pale White,45000
Female,440000,Chrysler,Sebring Coupe,Auto,Pale White,46000
Male,690000,Toyota,Celica,Auto,Pale White,31000
Female,842500,Chrysler,Concorde,Manual,Pale White,28500
Male,880000,Dodge,Durango,Manual,Pale White,27000
Male,700000,Honda,Odyssey,Manual,Pale White,27000
Male,1625000,Lincoln,Continental,Manual,Pale White,82500
Female,1670000,Nissan,Pathfinder,Auto,Pale White,31001
Male,13500,Chrysler,300M,Auto,Pale White,22000
Male,3460000,Chrysler,LHS,Auto,Black,26000
Male,13500,Hyundai,Sonata,Manual,Black,15000
Male,13500,Buick,Park Avenue,Manual,Pale White,45000
Female,647000,Infiniti,I30,Auto,Black,21001
Male,620000,Ford,Expedition,Manual,Pale White,14000
Male,13500,Oldsmobile,Silhouette,Manual,Pale White,19000
Female,285000,Chevrolet,Malibu,Auto,Pale White,25001
Male,13500,Mitsubishi,Montero Sport,Manual,Pale White,29001
Female,605000,Audi,A4,Auto,Black,27001
Male,1950000,Volvo,S70,Auto,Black,26001
Male,1770000,Mercury,Grand Marquis,Auto,Black,19000
Female,582500,Lincoln,Continental,Manual,Black,42500
Male,850000,Mitsubishi,Diamante,Auto,Pale White,21000
Male,13500,Ford,Ranger,Manual,Black,25001
Male,1335000,Volvo,S70,Auto,Black,26501
Male,2040000,Hyundai,Sonata,Manual,Black,15000
Male,13500,Cadillac,Eldorado,Auto,Pale White,31001
Female,855500,Honda,Civic,Manual,Pale White,45501
Male,13500,Audi,A6,Manual,Pale White,24000
Male,706000,Volvo,S40,Manual,Pale White,17000
Male,13500,Cadillac,Eldorado,Manual,Black,29000
Male,2750000,Volkswagen,Jetta,Auto,Black,22000
Male,600000,Honda,CR-V,Auto,Pale White,22001
Male,721000,Chrysler,300M,Auto,Black,26001
Male,1352000,Mitsubishi,3000GT,Manual,Pale White,24200
Female,449000,Chevrolet,Prizm,Auto,Black,16001
